Government Retires 15 More Senior Tax Officials On Graft Charges|Vláda poslala do důchodu dalších 15 vysokých daňových úředníků podezřelých z korupce|human
Scientists found that five years later, there was almost no difference in disease recurrence between the two groups, with those who did not have treatment faring slightly better.|Vědci zjistili, že o pět let později nebyl mezi oběma skupinami téměř žádný rozdíl co se týče recidivy onemocnění, včetně mužů, kteří neměli lepší léčbu.|human
Progression free survival was 85 per cent in the radiotherapy group and 88 per cent in the standard care group.|Vyléčených mužů bez progrese, kteří podstoupili radioterapii, bylo 85 %, zatímco 88 % tvořili pacienti se standardní péčí.|human
There was a difference of around 1 per cent between the groups, after data was adjusted to take account of other factors.|Po úpravě dat tak, aby byly zohledněny i další faktory, zůstal mezi skupinami rozdíl přibližně 1 %.|human
The study, funded by Cancer Research UK, found those who had radiotherapy were twice as likely to suffer a worsening of urinary incontinence, one of the main side effects of prostate cancer treatment.|Studie, financovaná organizací Cancer Research UK, zjistila, že u mužů, kteří podstoupili radioterapii, byla dvakrát vyšší pravděpodobnost zhoršení inkontinence moči, což je jeden z hlavních vedlejších účinků při léčbě rakoviny prostaty.|human
The tweet in question was sent earlier this month and the day it was sent, Dunlap hosted his show as usual. But the next day, he announced a leave of absence, CBS affiliate WWL-TV reports.|Tweet byl zaslán na začátku tohoto měsíce a v den, kdy byl odeslán, Dunlap jako obvykle moderoval svoji show. Následujícího dne však ohlásil služební volno, uvedla televizní stanice WWL, přidružená divize společnosti CBS.|human
In a statement, Dunlap said 14 people had access WWL's Twitter account. He claimed he was not one of the people with access to the account.|Dunlap ve svém prohlášení uvedl, že k účtu WWL na Twitteru mělo přístup 14 lidí. Tvrdí, že nepatřil k lidem, kteří měli k tomuto účtu přístup.|human
A third man has been arrested and charged with drug offences in connection with the overdose death of rapper Mac Miller.|Třetí muž byl zatčen a obviněn z trestných činů souvisejících s drogami a s předávkováním rappera Maca Millera.|human
He was also in a two-year relationship with Ariana Grande that ended earlier in 2018. After his death she posted an affectionate video of him on her Instagram page and released a song, Thank U Next, that lovingly mentioned him.|Byl také ve dvouletém vztahu s Arianou Grandeovou, který skončil v roce 2018. Po rapperově smrti umístila na svůj Instagram emotivní video a vydala píseň Thank U Next, ve které ho láskyplně zmiňovala.|human
Woman STRIPS TO NOTHING in Walmart to prove she didn't steal|Žena SE SVLÉKLA DO NAHA ve Walmartu, aby dokázala, že nic neukradla|human
A woman accused of shoplifting at a Walmart in Mexico City took drastic measures to prove her innocence, stripping stark naked in the middle of the supermarket as a stunned security guard looked on.|Žena obviněná z krádeže ve Walmartu v Mexico City podnikla razantní krok, aby dokázala svou nevinu, a svlékla se do naha uprostřed supermarketu před zraky ohromené ostrahy.|human
In a video of the incident, filmed at the Tepeyac Walmart branch in Mexico City earlier this week, a security guard can be seen approaching a woman apparently suspected of theft as she neared the store's exit. Her reaction once she was stopped, however, left the watchman speechless.|Na videu zachycujícím incident, které bylo natočeno na pobočce Tepeyac Walmart v Mexico City začátkem tohoto týdne, můžeme vidět ochranku, která se blíží k ženě podezřelé z krádeže, když směřovala k východu z obchodu. Její reakce však ostrahu šokovala natolik, že nebyla schopna slova, když ženu zarazila v jejím počínání.|human
The woman first peels off her skirt and begins to proceed toward the exit, but, perhaps unsatisfied her guilt was yet assuaged, soon turned around to remove her shirt as well. Now fully nude, she stormed off, clothes in hand.|Žena si nejprve svlékla sukni a začala se pohybovat směrem k východu, ale zřejmě aby ještě více podtrhla svou nevinnu, tak se otočila a sundala ze sebe i košili. Nyní zcela nahá, se vyřítila z obchodu s oblečením v ruce.|human
In another case of compelled supermarket nudity this week, a British man, Steve Whitehurst, was forced to expose himself to security guards after they spotted a mysterious "bulge" in his pants. He hadn't stolen anything.|Dalším případem svlékání v supermarketu byl tento týden britský muž Steve Whitehurst, kterého zadržela bezpečnostní ostraha poté, co na jeho kalhotách zpozorovala neidentifikovatelnou „vybouleninu“. Nic ale neukradl.|human
