Government Retires 15 More Senior Tax Officials On Graft Charges|Vláda odejde do důchodu 15 dalších vyšších daňových úředníků na poplatcích za odškodnění|mt
MSPs were told the legislation needs urgent reform to protect vulnerable people and children.|MSP bylo řečeno, že právní předpisy potřebují naléhavou reformu, aby ochránily zranitelné osoby a děti.|mt
MSPs were told the legislation needs urgent reform to protect vulnerable people and children.|MSP bylo řečeno, že právní předpisy potřebují naléhavou reformu na ochranu zranitelných lidí a dětí.|mt
"It has become clear that current dog control law doesn't work. It needs reform urgently so that out of control and dangerous dogs can be dealt with properly and we can try to move to a system that prevents our children being injured by dogs."|„Ukázalo se, že současný zákon o kontrole psů nefunguje. Naléhavě potřebuje reformu, aby se s nekontrolovanými a nebezpečnými psy dalo řádně zacházet a abychom se mohli pokusit přejít na systém, který zabrání tomu, aby naše děti byly zraněny psy.“|mt
"It has become clear that current dog control law doesn't work. It needs reform urgently so that out of control and dangerous dogs can be dealt with properly and we can try to move to a system that prevents our children being injured by dogs."|„Vyšlo najevo, že současná legislativa týkající se kontroly psů nefunguje. naléhavě potřebuje reformu, aby se s nekontrolovanými a nebezpečnými psy mohlo řádně zacházet a abychom se mohli pokusit přejít na systém, který zabrání tomu, aby naše děti byly zraněny psy.“|mt
The consultation, launched on the Government's website on Friday, says: "Effective and consistent enforcement across Scotland is fundamental in helping address issues relating to out-of-control dogs.|Konzultace, která byla v pátek zahájena na internetových stránkách vlády, uvádí: „Účinné a důsledné prosazování práva v celém Skotsku je zásadní pro řešení problémů týkajících se psů, kteří se vymykají kontrole.|mt
The consultation, launched on the Government's website on Friday, says: "Effective and consistent enforcement across Scotland is fundamental in helping address issues relating to out-of-control dogs.|Konzultace, která byla zahájena v pátek na webových stránkách vlády, říká: „Účinné a důsledné vymáhání v celém Skotsku je zásadní pro pomoc při řešení problémů týkajících se nekontrolovaných psů.|mt
Facebook hides 'likes' in new Australia trial|Facebook skrývá „lajky“ v novém pokusu v Austrálii|mt
Facebook has begun hiding the number of "likes" for posts in Australia, it said today, a trial designed to ease social pressure that could be rolled out worldwide.|Facebook začal skrývat počet „lajků“ pro příspěvky v Austrálii, řekl dnes, v pokusu, který má zmírnit společenský tlak a který by mohl být rozšířen po celém světě.|mt
More than one billion people use Facebook worldwide, but the social media giant has come under pressure to combat the platform's impact on mental health.|Facebook po celém světě používá více než miliarda lidí, ale gigant na sociálních sítích se dostal pod tlak, aby bojoval s dopadem platformy na duševní zdraví.|mt
In Australia, one in five children report experiencing cyberbullying, according to the country's eSafety commissioner.|V Austrálii podle tamního komisaře pro e-bezpečnost jedno z pěti dětí uvádí, že zažilo kyberšikanu.|mt
"While this has been testing on Instagram, Facebook and (Instagram) are different surfaces and we will likely see different data come from this test," the company said.|„I když to bylo testováno na Instagramu, Facebook a (Instagram) jsou různé povrchy a z tohoto testu pravděpodobně vzejdou jiná data,“ uvedla společnost.|mt
The social media giant did not confirm how long the trial would run for.|Gigant sociálních médií nepotvrdil, jak dlouho bude zkušební provoz trvat.|mt
THAAD, one of the world's most advanced missile systems, can target incoming missiles and blast them out of the sky. THAAD interceptors, fired from a truck-based launcher, use kinetic energy to deliver "hit to kill" strikes to ballistic threats.|THAAD, jeden z nejpokročilejších raketových systémů na světě, dokáže zaměřit přilétající rakety a sestřelit je z oblohy. Střelce THAAD, vystřelené z odpalovacího zařízení na bázi nákladních automobilů, využívají kinetickou energii k tomu, aby balistickým hrozbám dodaly údery „hit to kill“.|mt
THAAD, one of the world's most advanced missile systems, can target incoming missiles and blast them out of the sky. THAAD interceptors, fired from a truck-based launcher, use kinetic energy to deliver "hit to kill" strikes to ballistic threats.|THAAD, jeden z nejpokročilejších raketových systémů na světě, dokáže zaměřit přilétající střely a sestřelit je z oblohy. Stíhačky THAAD, odpalované z nákladního odpalovacího zařízení, využívají kinetickou energii k tomu, aby balistickým hrozbám dodávaly údery typu „hit to kill.“|mt
"There's been a big bearish risk from a thaw in the US Iran situation for some time and this will put a remarkable amount of oil back onto the market immediately if it were to occur," said John Kilduff of Again Capital.|„Už nějakou dobu existuje velké medvědí riziko z oblevy v americké situaci s Íránem a to okamžitě vrátí na trh pozoruhodné množství ropy, pokud by k ní mělo dojít,“ řekl John Kilduff ze společnosti Again Capital.|mt
"There's been a big bearish risk from a thaw in the US Iran situation for some time and this will put a remarkable amount of oil back onto the market immediately if it were to occur," said John Kilduff of Again Capital.|„Už nějakou dobu existuje velké medvědí riziko plynoucí z tání situace v Íránu v USA, a pokud by k němu došlo, okamžitě by se na trh vrátilo pozoruhodné množství ropy,“ uvedl John Kilduff ze společnosti Again Capital.|mt
A PPF spokesperson said: "Insolvency events, like the liquidation of Thomas Cook, are exactly why the PPF was set up.|Mluvčí PPF uvedl: „Insolvenční události, stejně jako likvidace Thomase Cooka, jsou přesně tím důvodem, proč byla PPF založena.|mt
"We are here to protect the financial futures of members belonging to defined benefit pension schemes and they should take comfort knowing we are here to protect them."|„Jsme tu, abychom chránili finanční budoucnost členů, kteří patří do dávkově definovaných penzijních programů, a měli by se utěšovat vědomím, že jsme tu, abychom je chránili.“|mt
US theater chain bans dressing up for "Joker" screenings over fears of another shooting|Americký řetězec divadel zakazuje oblékání na promítání filmu Joker kvůli obavám z další střelby|mt
The largest US independent theater chain won't let people in cosplay watch the critically acclaimed origin story of Batman supervillain "Joker." Face paint and masks are already banned, but safety fears still remain.|Největší řetězec nezávislých divadel v USA nedovolí lidem v kostýmu sledovat kritiky uznávaný příběh o původu Batmanova superpadoucha „Jokera“. Barvy na obličej a masky jsou již zakázány, ale obavy o bezpečnost stále přetrvávají.|mt
Most US cinemas have banned masks, face paint and toy weapons after the 2012 mass shooting in Aurora, Colorado, which happened during a screening of another Batman flick, "The Dark Knight Rises." The gunman wore a Joker costume when he went on a gun and tear-gas rampage, killing 12 people and injuring 70 others. Body costumes that don't hide a person's identity, however, have been generally allowed in theaters.|Většina amerických kin zakázala masky, barvy na obličej a zbraně jako hračky po masové střelbě v Auroře v Coloradu v roce 2012, která se stala během promítání jiného Batmanova filmu „Temný rytíř povstal“. Střelec měl na sobě kostým Jokera, když řádil se zbraní a slzným plynem, zabil 12 lidí a 70 dalších zranil. Kostýmy, které neskrývají identitu člověka, jsou však v kinech obecně povoleny.|mt
However, Landmark Theaters has now announced that it will not allow customers to wear costumes during screenings of the R-rated "Joker."|Nicméně společnost Landmark Theaters nyní oznámila, že nedovolí zákazníkům nosit kostýmy během promítání filmu Joker s ratingem R.|mt
The company is based in Los-Angeles and runs 52 theaters in 27 markets, which makes it the biggest specialized theater chain in the country.|Společnost sídlí v Los Angeles a provozuje 52 kin na 27 trzích, což z ní dělá největší specializovaný divadelní řetězec v zemi.|mt
The US Army went as far as advising service members to watch out for "incels," disgruntled males who can't get a date, who supposedly idolize the Joker and may mimic his brutal ways.|Armáda USA zašla tak daleko, že doporučila členům služby, aby si dávali pozor na „incely“, nespokojené muže, kteří nemohou sehnat rande, kteří si údajně Jokera idealizují a mohou napodobovat jeho brutální způsoby.|mt
"Joker," which is directed by Todd Phillips and stars Joaquin Phoenix as the title character, is due to be released on October 4 in the US, and is expected to become a box office hit. It follows the descent of a socially isolated and mentally unwell person, as he becomes the mass-murdering, green-haired, pale-faced nemesis of Batman.|„Joker“, který režíruje Todd Phillips a v hlavní roli hraje Joaquin Phoenix, má být uveden do kin 4. října v USA a očekává se, že se stane kasovním trhákem. Sleduje sestup společensky izolovaného a duševně nemocného člověka, který se stane masově vraždícím, zelenovlasým, bledým úhlavním nepřítelem Batmana.|mt
Baloch, who shot to fame for her risque selfies -- tame by Western standards, but considered provocative in deeply misogynistic Pakistan -- was strangled in July 2016.|Baloch, který se proslavil svými riskantními selfie – podle západních měřítek krotkými, ale v hluboce misogynním Pákistánu považovanými za provokativní – byl uškrcen v červenci 2016.|mt
Her brother Muhammad Waseem was arrested. Days later he told a press conference that he had no remorse over what he did, saying that "of course" he had murdered his sister and that her behaviour had been "intolerable."|Její bratr Muhammad Waseem byl zatčen. o několik dní později na tiskové konferenci řekl, že nemá žádné výčitky svědomí nad tím, co udělal, a řekl, že „samozřejmě“ zavraždil svou sestru a že její chování bylo „nesnesitelné“.|mt
His lawyer, Sardar Mehmood, told AFP the court in the eastern city of Multan had found his client guilty and sentenced him to life imprisonment, in a long-awaited verdict.|Jeho právník Sardar Mehmood řekl AFP, že soud ve východním městě Multan shledal jeho klienta vinným a odsoudil ho k doživotnímu vězení, v dlouho očekávaném rozsudku.|mt
Baloch's murder made international headlines and reignited calls for action against an epidemic of so-called "honour killings," in which a victim -- usually a woman -- is murdered for flouting patriarchal social codes.|Balochova vražda se dostala na mezinárodní titulní stránky a znovu vyvolala výzvy k akci proti epidemii takzvaných „vražd ze cti“, při nichž je oběť – obvykle žena – zavražděna za pohrdání patriarchálními společenskými kodexy.|mt
Women have been burned, shot, stabbed and strangled for offences such as choosing their own husband or -- in Baloch's case -- bringing "shame" on their family by celebrating their sexuality.|Ženy byly upáleny, zastřeleny, ubodány a uškrceny za trestné činy, jako je výběr vlastního manžela nebo – v Balochově případě – zostuzení své rodiny oslavováním své sexuality.|mt
Three months after Baloch's murder, parliament passed new legislation mandating life imprisonment for honour killings.|Tři měsíce po Balochově vraždě schválil parlament novou legislativu nařizující doživotní vězení za vraždy ze cti.|mt
In Baloch's case, her parents initially insisted their son would be given no absolution.|V Balochově případě její rodiče zpočátku trvali na tom, aby jejich syn nedostal rozhřešení.|mt
In Baloch's case, her parents initially insisted their son would be given no absolution.|V Balochově případě její rodiče zpočátku trvali na tom, že jejich syn nedostane žádné rozhřešení.|mt
But, heartbroken at the thought of losing him also, they changed their minds and said they wanted him to be forgiven.|Ale se zlomeným srdcem při pomyšlení, že ho také ztratí, si to rozmysleli a řekli, že chtějí, aby mu bylo odpuštěno.|mt
Some of Baloch's better-known actions included offering to perform a striptease for the Pakistani cricket team, and donning a plunging scarlet dress on Valentine's Day.|Některé z Balochových známějších akcí zahrnovaly nabídku předvést striptýz pro pákistánský kriketový tým a obléknout si na Valentýna potápějící se šarlatové šaty.|mt
She attracted criticism and threats but was perceived by many, including young people, as breaking new ground in a country where presenting yourself as a Kim Kardashian-like figure can be seen as a bold, political act of women's empowerment.|Přilákala kritiku a výhrůžky, ale mnozí, včetně mladých lidí, ji vnímali jako průlom v zemi, kde se prezentovat jako postava podobná Kim Kardashianové může být považováno za odvážný, politický akt posílení postavení žen.|mt
"I mean, I guess if you could tell me, I would appreciate it," she told reporters. "I mean, I have always been an Avenger in my heart. Maybe I'm super strong. I don't know."|„Chci říct, kdybyste mi to mohl říct, ocenila bych to,“ řekla novinářům. „Chci říct, vždycky jsem byla ve svém srdci Avenger, možná jsem super silná, nevím.“|mt
Cleveland police branded 'failing' in all areas by inspectors|Clevelandská policie byla inspektory označena za „selhávající“ ve všech oblastech|mt
The force's police and crime commissioner Barry Coppinger said: "I am deeply concerned at the worrying contents of this report.|Policejní a kriminální komisař sboru Barry Coppinger řekl: „Jsem hluboce znepokojen znepokojivým obsahem této zprávy.|mt
Amari didn't tell her family about the incident until after her grandmother noticed the length of her hair had changed.|Amari o tom neřekla rodině, dokud si babička nevšimla, že se jí změnily vlasy.|mt
"They ran off laughing, and I was just sitting there," Amari said.|„Utekli se smíchem a já tam jen tak seděl,“ řekl Amari.|mt
Footage from Joseph Puglia's dashcam shows him jumping out of his police car within seconds of seeing the dog get hit by another vehicle.|Záběry z palubní kamery Josepha Pugliy ukazují, jak vyskakuje ze svého policejního auta během několika sekund poté, co viděl psa srazit jiným vozidlem.|mt
Footage from Joseph Puglia's dashcam shows him jumping out of his police car within seconds of seeing the dog get hit by another vehicle.|Záznam z palubní kamery Josepha Puglii ukazuje, jak vyskočil z policejního auta během několika vteřin poté, co viděl, jak psa srazilo jiné vozidlo.|mt
Brazil's environmental agency Ibama said on Thursday that an analysis of a vast oil spill along the country's northeastern beaches showed the spilled crude did not originate in the country.|Brazilská agentura pro životní prostředí Ibama ve čtvrtek uvedla, že analýza rozsáhlé ropné skvrny podél severovýchodních pláží země ukázala, že rozlitá ropa nepochází ze země.|mt
Crude oil is tested before export to make sure it complies with the standards of the refinery it is being shipped to. Crude oil from different fields can be identified according to a series of chemical signatures, including levels of sulfur and nitrogen, acidity and viscosity.|Surová ropa se před vývozem testuje, aby se zajistilo, že splňuje normy rafinerie, do které je dodávána. Surová ropa z různých polí může být identifikována podle řady chemických signatur, včetně množství síry a dusíku, kyselosti a viskozity.|mt
Crude oil is tested before export to make sure it complies with the standards of the refinery it is being shipped to. Crude oil from different fields can be identified according to a series of chemical signatures, including levels of sulfur and nitrogen, acidity and viscosity.|Surová ropa se před vývozem testuje, aby se zajistilo, že splňuje normy rafinérie, do které je přepravována. Surová ropa z různých polí může být identifikována podle řady chemických znaků, včetně úrovně síry a dusíku, kyselosti a viskozity.|mt
Some marine turtles were contaminated by the oil. They were rescued alive in the state of Rio Grande do Norte and sent to rehabilitation centers. Other animals were found dead, Ibama said, without disclosing species or numbers.|Některé mořské želvy byly kontaminovány ropou. Byli zachráněni živí ve státě Rio Grande do Norte a posláni do rehabilitačních center. Jiná zvířata byla nalezena mrtvá, řekl Ibama, aniž by prozradil druhy nebo počty.|mt
Some marine turtles were contaminated by the oil. They were rescued alive in the state of Rio Grande do Norte and sent to rehabilitation centers. Other animals were found dead, Ibama said, without disclosing species or numbers.|Některé mořské želvy byly kontaminovány olejem. Byli zachráněni zaživa ve státě Rio Grande do Norte a posláni do rehabilitačních center. Jiná zvířata byla nalezena mrtvá, řekl Ibama, aniž by prozradil druhy nebo čísla.|mt
Mr Haile-Gabriel stated that most stray animals carried rabies and re-echoed the need for the country to supplement the United against Rabies 2030 strategy that requires the pet owners to vaccinate animals that carried zoonotic diseases.|Pan Haile-Gabriel uvedl, že většina toulavých zvířat přenáší vzteklinu, a zopakoval, že je nutné, aby země doplnila strategii Organizace spojených národů proti vzteklině 2030, která požaduje, aby majitelé zvířat v zájmovém chovu očkovali zvířata, která přenášejí zoonotické choroby.|mt
An SNP spokesperson said the party was committed to stopping a no-deal Brexit and removing "this dangerous and undemocratic prime minister as soon as possible."|Mluvčí SNP řekl, že strana je odhodlána zastavit brexit bez dohody a odstranit „tohoto nebezpečného a nedemokratického premiéra co nejdříve.“|mt
An SNP spokesperson said the party was committed to stopping a no-deal Brexit and removing "this dangerous and undemocratic prime minister as soon as possible."|Mluvčí SNP uvedl, že strana je odhodlána zastavit brexit bez dohody a co nejdříve odstranit „tohoto nebezpečného a nedemokratického premiéra.“|mt
Labour argued that the plan was the "simplest and most democratic way to stop no deal."|Labouristé tvrdili, že plán je „nejjednodušší a nejdemokratičtější způsob, jak zastavit žádnou dohodu“.|mt
Labour argued that the plan was the "simplest and most democratic way to stop no deal."|Labouristé tvrdili, že plán je „nejjednodušším a nejdemokratičtějším způsobem, jak zastavit žádnou dohodu.“|mt
However the Liberal Democrats believe a temporary government led by Mr Corbyn cannot achieve the necessary support across the House, as he would need the backing of ex-Tory MPs and defectors from his own party.|Liberální demokraté se však domnívají, že dočasná vláda vedená panem Corbynem nemůže získat potřebnou podporu napříč sněmovnou, protože by potřeboval podporu bývalých poslanců a přeběhlíků ze své vlastní strany.|mt
However the Liberal Democrats believe a temporary government led by Mr Corbyn cannot achieve the necessary support across the House, as he would need the backing of ex-Tory MPs and defectors from his own party.|Liberální demokraté se však domnívají, že dočasná vláda vedená panem Corbynem nemůže dosáhnout potřebné podpory napříč sněmovnou, protože by potřeboval podporu bývalých poslanců toryů a přeběhlíků z vlastní strany.|mt
Why The Times Published Details of the Whistle-Blower's Identity|Proč The Times zveřejnily podrobnosti o identitě udavače|mt
Many readers, including some who work in national security and intelligence, have criticized The Times's decision to publish the details, saying it potentially put the person's life in danger and may have a chilling effect on would-be whistle-blowers.|Mnoho čtenářů, včetně některých, kteří pracují v oblasti národní bezpečnosti a zpravodajských služeb, kritizovalo rozhodnutí The Times zveřejnit podrobnosti s tím, že to potenciálně ohrožuje život dotyčného a může to mít na případné udavače mrazivý účinek.|mt
We took their concerns to Dean Baquet, The Times's executive editor, who responded to them in a discussion with the Reader Center:|Jejich obavy jsme předali Deanu Baquetovi, výkonnému editorovi The Times, který na ně reagoval v diskusi s Reader Center:|mt
The president and some of his supporters have attacked the credibility of the whistle-blower, who has presented information that has touched off a landmark impeachment proceeding. The president himself has called the whistle-blower's account a "political hack job."|Prezident a někteří jeho příznivci napadli důvěryhodnost informátora, který předložil informace, které odstartovaly přelomové řízení o obžalobě z velezrady. Prezident sám označil účet informátora za „politickou boudu“.|mt
Meanwhile, Trump lawyer Jay Sekulow downplayed the importance of the record-keeping details.|Mezitím Trumpův právník Jay Sekulow bagatelizoval důležitost podrobností o vedení záznamů.|mt
Nestle tightens controls on coffee beans after weedkiller scare|Nestlé zpřísnilo kontrolu kávových zrn po strachu z plevelů|mt
The world's largest coffee company said in a statement Friday that it had found glyphosate residues close to the maximum allowed in some deliveries of green coffee beans.|Největší světová kávová společnost v pátečním prohlášení uvedla, že v některých dodávkách zelených kávových zrn našla zbytky glyfosátu blížící se maximu povolenému.|mt
"We determined that the most appropriate next step is to involve law enforcement. At this point, the investigation is in the hands of law enforcement and it is not appropriate for us to comment any further on the substance of our findings," the statement continue.|„Zjistili jsme, že nejvhodnějším dalším krokem je zapojení orgánů činných v trestním řízení. v této chvíli je vyšetřování v rukou orgánů činných v trestním řízení a není vhodné, abychom se dále vyjadřovali k podstatě našich zjištění,“ pokračuje prohlášení.|mt
In a video of the incident, filmed at the Tepeyac Walmart branch in Mexico City earlier this week, a security guard can be seen approaching a woman apparently suspected of theft as she neared the store's exit. Her reaction once she was stopped, however, left the watchman speechless.|Na videu z incidentu, natočeném v pobočce Tepeyac Walmart v Mexico City na začátku tohoto týdne, je vidět, jak se strážný blíží k ženě, která je zřejmě podezřelá z krádeže, když se blížila k východu z obchodu. Jakmile ji však zarazila, strážný oněměl.|mt
Assange filed a criminal complaint himself, in which he accused the company of violating his privacy and the secrecy of his client-attorney privileges.|Assange podal sám trestní stížnost, ve kterém obvinil společnost porušování jeho soukromí a tajemství svých klientů-attorney práv.|mt
Assange filed a criminal complaint himself, in which he accused the company of violating his privacy and the secrecy of his client-attorney privileges.|Assange sám podal trestní oznámení, ve kterém firmu obvinil z porušování soukromí a tajnosti svých klientů-advokátních výsad.|mt
Police have launched an attempted murder inquiry after they were called to the man's house at about 1am on Thursday.|Policie zahájila vyšetřování pokusu o vraždu poté, co byli ve čtvrtek kolem jedné hodiny ráno přivoláni k mužovu domu.|mt
Police have launched an attempted murder inquiry after they were called to the man's house at about 1am on Thursday.|Policie zahájila pokus o vraždu poté, co byli vyzváni k mužskému domu ve čtvrtek asi 1 hodin.|mt
Iran was promised that 'all' US sanctions would be lifted in return for talks, Rouhani claims|Íránu bylo přislíbeno, že „všechny“ americké sankce budou zrušeny výměnou za rozhovory, tvrdí Rúhání|mt
Iran was promised that 'all' US sanctions would be lifted in return for talks, Rouhani claims|Iránu bylo slíbeno, že „všechny“ americké sankce budou zrušeny výměnou za rozhovory, tvrdí Rúhání|mt
European nations were so eager to negotiate with Iran that they suggested the US would end its sanctions regime if Tehran was willing to engage in dialogue, President Hassan Rouhani has said.|Evropské státy byly tak dychtivé jednat s Íránem, že navrhly, aby USA ukončily svůj sankční režim, pokud bude Teherán ochoten zapojit se do dialogu, řekl prezident Hasan Rúhání.|mt
European nations were so eager to negotiate with Iran that they suggested the US would end its sanctions regime if Tehran was willing to engage in dialogue, President Hassan Rouhani has said.|Evropské národy byly tak dychtivé jednat s Iránem, že navrhly, aby USA ukončily svůj sankční režim, pokud bude Teherán ochoten zapojit se do dialogu, řekl prezident Hasan Rúhání.|mt
Saudi Arabia To Offer Tourist Visas For First Time, Abolish Abaya Rule|Saúdská Arábie nabídnout turistické víza poprvé, zrušit Abaya pravidlo|mt
Saudi Arabia said Friday it will offer tourist visas for the first time, opening up the ultra-conservative kingdom to holidaymakers as part of a push to diversify its economy away from oil.|Saúdská Arábie v pátek uvedla, že poprvé nabídne turistická víza a otevře ultrakonzervativní království rekreantům v rámci snahy diverzifikovat svou ekonomiku směrem od ropy.|mt
Prince Mohammed is seeking to change that through a sweeping liberalisation drive that has brought new cinemas, mixed-gender concerts and sporting extravaganzas to Saudi Arabia.|Princ Mohammed se to snaží změnit rozsáhlým liberalizačním úsilím, které do Saúdské Arábie přineslo nová kina, koncerty smíšených pohlaví a sportovní výstřednosti.|mt
International criticism of the kingdom's human rights record, including the gruesome murder last year of critic Jamal Khashoggi and a crackdown on female activists, could further put off foreign visitors, observers say.|Mezinárodní kritika lidských práv v království, včetně loňské hrůzné vraždy kritika Džamála Chášukdžího a tvrdého zákroku proti aktivistkám, by mohla zahraniční návštěvníky dále odradit, tvrdí pozorovatelé.|mt
The government, reeling from low oil prices, says it hopes tourism will contribute up to 10 percent of the gross domestic product by 2030, compared to three percent currently.|Vláda, která se potácí z nízkých cen ropy, říká, že doufá, že cestovní ruch přispěje do roku 2030 až 10 procenty hrubého domácího produktu, oproti současným třem procentům.|mt
The sector is expected to create up to one million tourism jobs, the government says, as it battles high youth unemployment.|Očekává se, že toto odvětví vytvoří až milion pracovních míst v cestovním ruchu, tvrdí vláda, protože bojuje s vysokou nezaměstnaností mladých lidí.|mt
Last year, construction of Qiddiya "entertainment city" was launched near Riyadh, which would include high-end theme parks, motor sport facilities and a safari area.|V loňském roce byla poblíž Rijádu zahájena výstavba „zábavního města“ Qiddiya, které by zahrnovalo špičkové zábavní parky, zařízení pro motoristický sport a oblast safari.|mt
The House voted Friday to block the national emergency declaration President Donald Trump is using to fund his proposed border wall.|Sněmovna v pátek odhlasovala zablokování národního nouzového prohlášení, které prezident Donald Trump používá k financování jím navrhované hraniční zdi.|mt
It comes just days after Tristan wrote: "Perfection" alongside the heart eye emojis underneath one of the reality stars other photos, which saw her modelling for Guess Jeans.|Přichází jen pár dní poté, co Tristan napsal: „Dokonalost“ vedle srdce oko emojis pod jednou z reality hvězdy jiné fotografie, které viděl její modeling pro Guess Jeans.|mt
Earlier this month, The Sun revealed that Tristan bought Khloe a £400,000 Porsche in a bid to win her back - on the advice of Drake.|Začátkem tohoto měsíce The Sun odhalil, že Tristan koupil Khloe porsche za 400 000 dolarů, aby ji získal zpět - na radu Drakea.|mt
He settled on the grovelling gift, thought to be a 911, after being urged to pull a "power move" by his rapper pal.|Usadil se na grovelling dárek, myslel, že je 911, poté, co byl vyzván, aby „moc tah“ jeho rapper kamarád.|mt
Khloe was left heartbroken by Tristan's infidelity|Khloe zůstala zlomená Tristanovou nevěrou.|mt
"Drake told him to pull out all the stops if he wanted to win Khloe back.|„Drake mu řekl, aby udělal všechno pro to, aby získal Khloe zpátky.|mt
"An invite to a casual dinner might not sound like a reasonable trade off for a sleek supercar.|„Pozvání na příležitostnou večeři by nemuselo znít jako rozumná výměna za elegantní superauto.|mt
That a country few Americans paid much attention to in the past now commands center stage in Washington has stirred mostly bemusement in Ukraine. Those feelings are also tinged with a touch of pride that, after centuries in the shadow of Russia, its giant neighbor to the north, the nation is no longer seen as a backwater but a pivot around which the fate of the world's most powerful country implausibly turns.|Skutečnost, že země, jíž v minulosti věnovalo velkou pozornost jen málo Američanů, dnes velí ústřední scéně ve Washingtonu, vzbudila na Ukrajině převážně pobavení. Tyto pocity jsou také podbarveny nádechem pýchy, že po staletích ve stínu Ruska, jeho obrovského souseda na severu, už národ není vnímán jako zapadákov, ale jako otočka, kolem níž se osud nejmocnější země světa nevěrohodně otáčí.|mt
Thousands of Dutch children skipped school to join a global climate strike on Friday, blocking traffic and asking their leaders "how dare you?" in a reference to Swedish teenage activist Greta Thunberg's speech at the United Nations.|Tisíce nizozemských dětí vynechaly školu, aby se v pátek připojily ke globální stávce za klima, blokovaly dopravu a ptaly se svých vůdců „jak se opovažuješ?“ v narážce na projev švédské teenagerské aktivistky Grety Thunbergové v OSN.|mt
Thousands of Dutch children skipped school to join a global climate strike on Friday, blocking traffic and asking their leaders "how dare you?" in a reference to Swedish teenage activist Greta Thunberg's speech at the United Nations.|Tisíce holandských dětí v pátek vynechaly školu, aby se připojily ke globální stávce za klima, blokovaly dopravu a ptaly se svých vůdců „jak se opovažujete?“ V narážce na projev švédské teenagerské aktivistky Grety Thunbergové v OSN.|mt
Turnout at the march in The Hague exceeded expectations with organizers estimating the crowd at about 35,000. Police were forced to reroute the march to a location with more space.|Účast na pochodu v Haagu předčila očekávání, organizátoři odhadovali dav na asi 35 000. Policie byla nucena přesměrovat pochod na místo s větším prostorem.|mt
Amy Pascal will also produce through Pascal Pictures, as she has on the first two Holland-led films, the release said.|Amy Pascal bude také produkovat prostřednictvím Pascal Pictures, stejně jako v prvních dvou Holandskem vedených filmech, uvedlo vydání.|mt
The Who STOP concert last night: Friday and Sunday shows CANCELLED|Ten včerejší koncert Who STOP: Páteční a nedělní pořady ZRUšeno|mt
When he returned, Townsend said: "I'm really, really sorry. Roger cannot actually speak now.|Když se vrátil, Townsend řekl: „Je mi to opravdu, opravdu líto. Roger teď nemůže mluvit.|mt
Adam Manson, 34, and Kiana Williams, 32, each pleaded no contest to one felony count of child abuse resulting in death and admitted to a special allegation that they caused the death of their son, Jacsun Manson, the Los Angeles County district attorney announced.|Adam Manson, 34 let, a Kiana Williamsová, 32 let, se nepřiznali k žádnému napadení jednoho trestného činu zneužívání dětí s následkem smrti a přiznali se ke zvláštnímu obvinění, že způsobili smrt svého syna Jacsuna Mansona, oznámil okresní prokurátor v Los Angeles.|mt
Manson and Williams had initially pleaded not guilty to the charges.|Manson a Williams původně tvrdili, že nejsou vinni.|mt
The initiative is aimed at reducing new HIV/Aids infections by 2020.|Iniciativa je zaměřena na snížení počtu nových infekcí HIV/Aids do roku 2020.|mt
However, students said that this year behaviour of some students went too far, particularly during a game which involved members of the football club being dared by their teammates to make advances on women, while their friends attempt to "intercept" them.|Studenti však uvedli, že v letošním roce zašlo chování některých studentů příliš daleko, zejména během hry, ve které se členové fotbalového klubu odvážili svými spoluhráči pokročit na ženách, zatímco jejich přátelé se je pokoušeli „zasáhnout“.|mt
In April 2018, the U.S., Britain and France launched airstrikes in Syria in retaliation for what they described as a suspected chemical attack that killed more than 40 people earlier that month.|V dubnu 2018 zahájily Spojené státy, Británie a Francie nálety v Sýrii jako odvetu za to, co popsaly jako podezřelý chemický útok, který na začátku měsíce zabil více než 40 lidí.|mt
Man set alight on doorstep 'in targeted attack'|Muž zapálený na prahu 'při cíleném útoku'|mt
A man has been set alight on his doorstep in what police believe is a targeted attack.|Na jeho prahu byl zapálen muž, o kterém policie věří, že je to cílený útok.|mt
Detective Chief Inspector Pauline Stables, leading the investigation, said: "This is a horrific incident which has left a man in a very poorly condition in hospital.|Detektiv vrchní inspektorka Pauline Stablesová, vedoucí vyšetřování, řekla: „Je to strašlivá událost, která zanechala muže ve velmi špatném stavu v nemocnici.|mt
"We are carrying out a number of enquiries to try to identify those responsible.|„Provádíme řadu šetření, abychom se pokusili identifikovat ty, kdo jsou za to zodpovědní.|mt
"While we are trying to establish a motive for what has happened, we do believe that the incident was targeted and I would like to stress that I don't believe there is any threat to the wider community at this time.|„Zatímco se snažíme zjistit motiv toho, co se stalo, domníváme se, že incident byl cílený, a rád bych zdůraznil, že si nemyslím, že by v tuto chvíli existovala nějaká hrozba pro širší komunitu.|mt
